"driverStandingsId","raceId","driverId","points","position","positionText","wins"
67585,949,831,0,19,"19",0
67586,949,836,0,18,"18",0
67587,949,828,0,16,"16",0
67588,949,8,18,4,"4",0
67589,949,837,0,21,"21",0
67590,949,821,0,22,"22",0
67591,949,4,0,23,"23",0
67592,949,826,6,10,"10",0
67593,949,838,1,13,"13",0
67594,950,3,75,1,"1",3
67595,950,1,39,2,"2",0
67596,950,20,33,4,"4",0
67597,950,817,36,3,"3",0
67598,950,13,22,6,"6",0
67599,950,154,18,8,"8",0
67600,950,807,6,11,"11",0
67601,950,822,7,10,"10",0
67602,950,832,4,12,"12",0
67603,950,830,13,9,"9",0
67604,950,835,0,16,"16",0
67605,950,825,0,14,"14",0
67606,950,815,0,15,"15",0
67607,950,18,0,19,"19",0
67608,950,831,0,21,"21",0
67609,950,836,0,20,"20",0
67610,950,828,0,17,"17",0
67611,950,8,28,5,"5",0
67612,950,837,0,23,"23",0
67613,950,821,0,22,"22",0
67614,950,4,0,18,"18",0
67615,950,826,21,7,"7",0
67616,950,838,1,13,"13",0
67617,951,3,100,1,"1",4
67618,951,1,57,2,"2",0
67619,951,20,33,5,"5",0
67620,951,817,36,4,"4",0
67621,951,13,32,6,"6",0
67622,951,154,22,7,"7",0
67623,951,807,6,13,"13",0
67624,951,822,19,9,"9",0
67625,951,832,4,14,"14",0
67626,951,830,13,10,"10",0
67627,951,835,0,18,"18",0
67628,951,825,6,12,"12",0
67629,951,815,2,15,"15",0
67630,951,18,1,16,"16",0
67631,951,831,0,21,"21",0
67632,951,836,0,20,"20",0
67633,951,828,0,19,"19",0
67634,951,8,43,3,"3",0
67635,951,837,0,23,"23",0
67636,951,821,0,22,"22",0
67637,951,4,8,11,"11",0
67638,951,826,21,8,"8",0
67639,951,838,1,17,"17",0
67640,952,3,100,1,"1",4
67641,952,1,57,3,"3",0
67642,952,20,48,4,"4",0
67643,952,817,48,5,"5",0
67644,952,13,36,7,"7",0
67645,952,154,22,10,"10",0
67646,952,807,6,15,"15",0
67647,952,822,29,8,"8",0
67648,952,832,12,11,"11",0
67649,952,830,38,6,"6",1
67650,952,835,0,18,"18",0
67651,952,825,6,14,"14",0
67652,952,815,8,13,"13",0
67653,952,18,3,16,"16",0
67654,952,831,0,22,"22",0
67655,952,836,0,21,"21",0
67656,952,828,0,20,"20",0
